"","source","target","mor"
"9866","STAT1","SCGB3A1",-1
"9867","NFATC2","IFNG",1
"9868","CREM","CD247",-1
"9869","NR4A1","INSL3",1
"9870","PAX6","NEUROG2",1
"9871","NEUROG2","PAX6",-1
"9872","PAX6","FABP7",1
"9873","RUNX1","KLK3",1
"9874","RUNX2","KLK3",1
"9875","IRF8","IGFBP1",1
"9876","VDR","RELB",1
"9877","CDX2","FURIN",1
"9878","NR3C1","MUC5AC",-1
"9879","PPARA","CDKN2A",1
"9880","FOSB","CDK5",1
"9881","VDR","PTHLH",1
"9882","YBX1","YBX3",1
"9883","PPARA","NR1I2",1
"9884","NFE2L2","IGKV6-21",1
"9885","NFE2L2","MGST1",1
"9886","E2F1","BCL2L11",1
"9887","IRF4","IRF4",1
"9888","KLF4","TP53",1
"9889","TP53","KLF4",1
"9890","ETS2","TNC",1
"9891","TP63","MGMT",1
"9892","SPI1","ELANE",1
"9893","RUNX1","ELANE",1
"9894","DNMT3B","PCDH10",1
"9895","REST","SYP",-1
"9896","NR1H3","ABCD2",-1
"9897","GATA1","BST2",1
"9898","CREB1","NECTIN2",1
"9899","FOS","NECTIN2",1
"9900","JUN","NECTIN2",1
"9901","NR1H4","SLC51B",1
"9902","VDR","BAZ1B",1
"9903","HES1","REST",-1
"9904","ETS1","C3AR1",1
"9905","NCOA1","POLR2F",1
"9906","NCOA2","POLR2F",1
"9907","THRB","POLR2F",1
"9908","PGR","OXTR",1
"9909","SP1","OXTR",1
"9910","AR","SIN3A",1
"9911","NR1H3","ABCG4",1
"9912","NR3C1","ABCG4",1
"9913","NR3C1","ABCA1",-1
"9914","GLI3","IFT88",1
"9915","JUN","FABP6",1
"9916","HMGA1","IL10",1
"9917","EGR1","GAPDH",1
"9918","TP63","CDKN1C",-1
"9919","CTBP2","CTBP1",1
"9920","SP1","KISS1",1
"9921","ELK1","MYOCD",-1
"9922","TFAP2A","KISS1",1
"9923","TFAP2B","KISS1",1
"9924","SP1","IL21R",1
"9925","ELK1","TAGLN",-1
"9926","ELK1","MYLK",-1
"9927","NFATC3","DNAJB6",1
"9928","NFATC3","TNF",1
"9929","MYOD1","GABRB3",1
"9930","TCF12","GABRB3",1
"9931","RELB","CCND1",1
"9932","RELB","MYC",1
"9933","SP3","PLAUR",-1
"9934","SP1","TPK1",1
"9935","ESR1","SYP",1
"9936","REST","SCG2",-1
"9937","ESR1","GJD2",1
"9938","ESR1","BDNF",1
"9939","ESR1","GRIA2",1
"9940","WT1","NTRK2",1
"9941","HNF4A","SCP2",1
"9942","JUND","PRKCQ",1
"9943","SSRP1","PRKCQ",1
"9944","TP53","HSP90B2P",1
"9945","TP53","HSPA4",1
"9946","SP1","GRP",1
"9947","ESRRA","PCK1",-1
"9948","ESRRA","CYC1",1
"9949","ESRRA","GK",-1
"9950","PHF5A","CSF1",1
"9951","HIC1","SIRT1",-1
"9952","SIRT1","HIC1",1
"9953","PPARG","LIPE",1
"9954","SP1","LIPE",1
"9955","CREB1","INHA",1
"9956","CEBPB","DYM",1
"9957","NR1H4","PON1",-1
"9958","GATA6","KRAS",1
"9959","SPI1","FLT3",1
"9960","NR3C1","TDO2",1
"9961","SMARCA1","TDO2",1
"9962","SPI1","IRF4",1
"9963","IRF4","SPI1",1
"9964","IRF4","TRIM63",1
"9965","SPI1","TRIM63",1
"9966","SP1","KRT14",-1
"9967","SP3","KRT14",1
"9968","TBX21","IL2",-1
"9969","DNMT1","CDKN1A",1
"9970","MSC","PTPRC",1
"9971","YBX1","JAK1",1
"9972","TP53","HTT",1
"9973","HAND1","PHOX2B",1
"9974","PHOX2B","HAND1",1
"9975","HAND2","HAND1",1
"9976","PHOX2A","GATA2",1
"9977","PHOX2A","HAND1",1
"9978","SP1","LCP1",1
"9979","TFAP4","LCP1",1
"9980","ESR1","LCP1",1
"9981","EPAS1","EPO",1
"9982","SSRP1","TNFSF11",1
"9983","GLI3","PTHLH",1
"9984","GRHL3","HEY1",1
"9985","MYC","S100A7",1
"9986","SP1","CASP8",1
"9987","TAL1","CBFA2T3",1
"9988","EGR1","ARC",1
"9989","EGR3","ARC",1
"9990","SP1","FOSL1",1
"9991","ESR1","LMO4",1
"9992","LMO4","ESR1",1
"9993","LMO4","MTA1",1
"9994","MTA1","LMO4",1
"9995","ID1","INHBA",1
"9996","ID2","INHBA",1
"9997","ID3","INHBA",1
"9998","SP3","SMARCC1",1
"9999","PAX3","SMARCC1",1
"10000","PPARA","NPHS1",1
"10001","PRDM1","WNT8A",1
"10002","STAT5A","JAK3",1
"10003","STAT5A","CYP2B6",1
"10004","REL","NFKBIA",1
"10005","CUX1","ABL1",1
"10006","RELA","BIRC3",1
"10007","PROX1","FGFR3",1
"10008","TBPL1","EDN1",1
"10009","PPARA","UGDH",-1
"10010","RXRA","UGDH",-1
"10011","GATA6","HLA-E",1
"10012","NR2C2","IL2",1
"10013","STAT3","PNP",1
"10014","TP53","OGG1",1
"10015","ETS1","EPOR",-1
"10016","ETS1","GATA1",1
"10017","ETS1","GATA2",1
"10018","LEF1","CTLA4",1
"10019","ESR1","ETV4",1
"10020","MZF1","PRKCA",1
"10021","ELK1","PRKCA",1
"10022","HNF1B","ACE2",1
"10023","HNF1B","DPP4",1
"10024","CREB1","STAT4",1
"10025","CREB1","SCARB1",1
"10026","ZNF699","STMN1",1
"10027","MYBL2","E2F1",-1
"10028","E2F1","MYBL2",1
"10029","ATF5","CCND3",1
"10030","POU2F1","GLB1",1
"10031","POU2F1","STAT4",1
"10032","SP1","STAT4",1
"10033","STAT4","STAT4",1
"10034","STAT1","TBX21",1
"10035","CREB1","CCND2",-1
"10036","HIC1","HIC1",1
"10037","PPARG","PRODH",1
"10038","TP53","PRODH",1
"10039","HSF1","XAF1",-1
"10040","KLF13","LDLR",-1
"10041","NR3C1","FN1",1
"10042","JUNB","SRC",1
"10043","SP1","SERPINB5",1
"10044","VDR","NGF",1
"10045","AR","SERPINB5",-1
"10046","IRF8","NCOA3",1
"10047","NCOA3","IRF8",1
"10048","IRF8","TAT",1
"10049","NCOA3","TAT",1
"10050","SREBF1","CYP17A1",1
"10051","STAT5B","LEP",1
"10052","STAT3","INS",1
"10053","KCNIP3","SLC8A3",-1
"10054","TLX2","SLC8A3",1
"10055","BCL3","CXCL8",1
"10056","SMAD7","IFNA1",1
"10057","HNF4A","CDX4",1
"10058","ERG","HMOX1",1
"10059","FLI1","HMOX1",1
"10060","VEZF1","PFKFB3",1
"10061","PBX1","ANGPT2",1
"10062","ESRRA","NR0B1",1
"10063","NR0B1","ESRRG",-1
"10064","ESRRG","NR0B1",1
"10065","LMO2","BEX2",1
"10066","HOXD13","EPHA7",1
"10067","HOXA13","EPHA7",1
"10068","RUNX1","POLR2F",1
"10069","RUNX1","SKP1",1
"10070","ESRRA","PDK4",1
"10071","SRF","SERPINE1",-1
"10072","FOXM1","CDKN1A",1
"10073","FOXM1","CDKN2A",-1
"10074","FOXG1","TLE1",1
"10075","FOXG1","TLE6",1
"10076","GTF2I","CCND1",1
"10077","MYF5","FASTK",1
"10078","SSRP1","FASTK",1
"10079","SSRP1","MYH14",1
"10080","MYC","CLIC4",1
"10081","NKX3-1","CLIC4",1
"10082","MYC","BCL2",1
"10083","MYC","BCL2L1",-1
"10084","AR","PTGS2",-1
"10085","EGR1","IGHE",1
"10086","KLF6","SAMHD1",1
"10087","KLF6","IRF9",1
"10088","MEF2A","SLC6A6",1
"10089","MYOD1","SLC6A6",1
"10090","SMAD2","COL1A2",1
"10091","MYC","LDHA",1
"10092","SPI1","ALOX15",1
"10093","VDR","POU1F1",1
"10094","POU1F1","VDR",1
"10095","POU1F1","XPR1",1
"10096","DNMT3A","SMARCA4",1
"10097","ID1","TNFSF11",1
"10098","ID2","TNFSF11",1
"10099","ID2","OSCAR",1
"10100","TP53","RAD51",1
"10101","HNF4A","GCG",1
"10102","TP63","KRT14",1
"10103","NR2C2","CXCL8",1
"10104","E2F1","MCM8",1
"10105","NFKB1","CCL2",1
"10106","EBF2","TNFRSF11B",1
"10107","HNF4A","TNFRSF11B",1
"10108","LEF1","TNFRSF11B",1
"10109","DBP","ESR1",1
"10110","ATF3","GH1",1
"10111","NR0B2","TIMP2",1
"10112","DLX4","CTBP1",1
"10113","GLI1","FRZB",1
"10114","CTCF","TERT",-1
"10115","RORA","ROS1",1
"10116","JUN","TGFB1",1
"10117","GLI1","DKK2",1
"10118","GLI1","DKK3",1
"10119","GLI1","DKK4",1
"10120","TBP","HSPA4",1
"10121","GLI1","SFRP1",1
"10122","HOXD3","GABRB3",1
"10123","DNMT1","MCAT",1
"10124","SMAD4","HAMP",1
"10125","REST","NRP1",-1
"10126","TBP","GTF2F1",1
"10127","TBP","GTF2F2",1
"10128","E2F1","SKP2",1
"10129","SPI1","CDKN2A",1
"10130","TP63","TP63",1
"10131","FOXA1","BRCA1",1
"10132","SREBF2","ACOT7",1
"10133","FOXA1","CDKN1B",1
"10134","CTCF","DLK1",1
"10135","CEBPB","COL1A2",1
"10136","KAT7","APP",1
"10137","KAT5","LEPR",1
"10138","MEOX2","RNF10",1
"10139","HSF2","CLU",1
"10140","JUN","BDNF",1
"10141","PPARG","MAPK1",1
"10142","RUNX1","ADA",1
"10143","NFE2L2","VCAM1",-1
"10144","NFE2L2","CCL2",-1
"10145","NFE2L2","IL1B",1
"10146","NFE2L2","MAPK14",1
"10147","HMGA1","BAX",1
"10148","HMGA1","CDKN1A",1
"10149","RBPJ","LFNG",1
"10150","TP63","WNT4",1
"10151","TP73","WNT4",1
"10152","TP53","WNT4",1
"10153","MAF","CCN2",1
"10154","SP1","TARBP2",1
"10155","TFAP2A","TARBP2",1
"10156","TFAP4","TARBP2",1
"10157","AR","CARM1",1
"10158","HNF4A","CARM1",1
"10159","HNF4A","CREBBP",1
"10160","EGR1","MIP",1
"10161","EGR1","TFG",1
"10162","NR4A1","PPM1D",1
"10163","ESR1","PPM1D",1
"10164","NCOA1","PPM1D",1
"10165","CEBPB","SPI1",1
"10166","POU2F1","SPI1",1
"10167","RUNX1","TPO",1
"10168","IKZF1","HES1",-1
"10169","NFE2L2","PI3",1
"10170","PRDM2","MYC",-1
"10171","AR","PARK7",1
"10172","AR","TH",1
"10173","CTBP2","CDH1",-1
"10174","NR1H4","SLC51A",1
"10175","NR5A2","SLC51A",1
"10176","NR5A2","SLC51B",1
"10177","NR0B2","SLC51A",-1
"10178","NR0B2","SLC51B",-1
"10179","SREBF1","HDC",-1
"10180","YY1","HDC",-1
"10181","SPDEF","CSF1R",1
"10182","SPDEF","ERBB2",1
"10183","SPDEF","SPDEF",1
"10184","SNAI1","GSK3B",1
"10185","NR1H4","EDN1",-1
"10186","TP53","DDB1",1
"10187","TP53","CPD",1
"10188","MYF6","SCN8A",1
"10189","DNMT1","PDCD5",1
"10190","MYOG","MUSK",1
"10191","HR","MUSK",1
"10192","EGR1","ALOX5",1
"10193","SP1","ALOX5",1
"10194","DNMT3A","ASCL1",1
"10195","MYC","MAPK14",1
"10196","TAL1","CCND1",1
"10197","SPI1","CTSS",1
"10198","MYB","PSMD4",1
"10199","PAX2","WNT4",1
"10200","NR1H3","SCD",1
"10201","SREBF1","SCD",1
"10202","MITF","PIAS3",1
"10203","RUNX1","IER3",1
"10204","DNMT3A","EHMT2",1
"10205","DNMT3B","ASCL1",1
"10206","DNMT3B","EHMT2",1
"10207","DNMT3B","SUV39H1",1
"10208","ASCL1","EZH2",1
"10209","EZH2","ASCL1",1
"10210","EGR2","IGF1",1
"10211","RUNX3","BCL2L11",1
"10212","JUN","COL24A1",1
"10213","PAX9","CIP2A",1
"10214","JUN","IL5",1
"10215","NCOR1","AR",1
"10216","AR","NCOR1",1
"10217","NCOR1","NCOR2",1
"10218","NCOR2","AR",1
"10219","AR","SMARCA1",1
"10220","CREB1","ABCA1",1
"10221","SP1","ABCC6",1
"10222","MYC","LARGE1",1
"10223","AR","ADM",1
"10224","USF1","ACACB",1
"10225","PAX3","RECK",1
"10226","HOXA5","KDR",1
"10227","SREBF1","GK",1
"10228","STAT1","TRIP6",1
"10229","CREB1","IFNA4",1
"10230","IRF7","IFNA4",1
"10231","HOXC13","CRISP3",1
"10232","PGR","SLPI",1
"10233","KLF9","SLPI",1
"10234","ZNF148","IAPP",1
"10235","SREBF2","CASP2",1
"10236","SP1","IFNA1",1
"10237","HNF4A","F13B",1
"10238","MYC","GABRA6",1
"10239","ZBTB17","GABRA6",1
"10240","AHR","NRIP1",1
"10241","ZEB2","MMP2",1
"10242","EGR1","CD40LG",1
"10243","EGR3","CD40LG",1
"10244","ID3","ID3",1
"10245","ID3","THBS1",1
"10246","TLX3","FBN1",1
"10247","TLX3","INSR",1
"10248","TLX3","MAP2K5",1
"10249","TLX3","TNFAIP8",1
"10250","SP1","EPAS1",1
"10251","SP3","EPAS1",1
"10252","USF1","HP",1
"10253","RELA","UPP1",1
"10254","HNF4A","APOA2",1
"10255","NR2F2","APOA2",1
"10256","NR2F2","APOB",1
"10257","NR2F2","APOC3",1
"10258","PITX2","APOB",1
"10259","NR2F6","APOA2",1
"10260","NR2F6","APOB",1
"10261","NR2F6","APOC3",1
"10262","NR4A1","APOA2",1
"10263","NR4A1","APOC3",1
"10264","PITX2","APOA2",1
"10265","E2F1","RAD51",1
"10266","EGR1","RAD51",1
"10267","ETS1","RAD51",1
"10268","ETV4","RAD51",1
"10269","STAT5A","RAD51",1
"10270","HIF1A","CCNA2",1
"10271","HIF1A","EGF",1
"10272","HIF1A","FGF2",1
"10273","TLX2","PHOX2B",1
"10274","PHOX2B","TLX2",1
"10275","E2F1","POLE3",1
"10276","MYC","POLE3",1
"10277","SP1","GIPR",1
"10278","SP3","GIPR",1
"10279","TAF1","TAF7",1
"10280","PPARG","BACE1",-1
"10281","CEBPA","GSTP1",-1
"10282","YBX3","HSPA4",1
"10283","SREBF1","PCSK9",1
"10284","KAT7","IGFBP7",1
"10285","MYB","CA1",1
"10286","ATF4","INS",1
"10287","NFYA","FGFR1",1
"10288","ATF2","TGFBR2",1
"10289","SP7","TNF",1
"10290","SP1","AHR",-1
"10291","FOXA2","REG3G",1
"10292","TP63","ADA",1
"10293","SP3","ANG",-1
"10294","SOX10","EDNRB",1
"10295","TBP","AFM",1
"10296","TBPL2","AFM",1
"10297","TP73","TP63",1
"10298","TP63","TP73",1
"10299","SMAD3","CILP",1
"10300","IRF1","CD274",1
"10301","SP3","ANGPT2",1
"10302","NR1H3","NPC1L1",1
"10303","PPARA","NPC1L1",1
"10304","ZNF699","NOS2",1
"10305","JUN","KRT15",1
"10306","NFKB1","DEFB4B",1
"10307","RELA","DEFB4B",1
"10308","ISL1","RILP",1
"10309","RARA","CREBBP",1
"10310","CREBBP","RARA",1
"10311","ATF2","PTEN",1
"10312","STAT1","MVP",1
"10313","SP1","NOS2",1
"10314","SP1","NASP",1
"10315","ZGLP1","GLP1R",1
"10316","NCOA2","SERPINE1",1
"10317","HOXA10","CDH1",1
"10318","HOXA10","EPCAM",1
"10319","ATF1","IL6",1
"10320","NFE2L2","ABCC2",1
"10321","MZF1","ERCC1",-1
"10322","CTCF","ARSI",1
"10323","NFE2L2","EPHX1",1
"10324","LHX2","SAP18",1
"10325","LHX2","SAP30",1
"10326","STAT3","PTPN2",1
"10327","KLF6","SERPINA1",-1
"10328","KLF6","ADRA1D",1
"10329","KLF6","GSTP1",1
"10330","KLF6","A2M",1
"10331","KLF6","CTSB",1
"10332","TP53","FLT1",1
"10333","STAT6","TLR4",-1
"10334","VDR","CDKN1A",1
"10335","CEBPG","OSR2",1
"10336","HNF4A","POU2F1",1
"10337","NR0B2","GBA2",1
"10338","ESR2","RHD",1
"10339","CREBZF","CD86",1
"10340","ESRRB","NRIP1",1
"10341","ESRRB","THRA",1
"10342","RBPJ","FCRL5",1
"10343","JUN","RAC1",1
"10344","GTF3A","NME1",1
"10345","MYC","CCR5",1
"10346","MYC","NME1",1
"10347","TP53","MPO",1
"10348","WT1","MPO",1
"10349","SKIL","SMAD7",-1
"10350","RUNX2","GNAS",1
"10351","MAFB","GCG",1
"10352","CREM","CCL4",1
"10353","CREM","CISH",1
"10354","CREB1","CCL4",-1
"10355","TP53","GPX2",1
"10356","AR","CRH",-1
"10357","NFE2L2","SPARC",1
"10358","CREB1","PSENEN",1
"10359","E2F3","RB1",1
"10360","ELF1","ELF1",1
"10361","RB1","E2F3",-1
"10362","TP63","S100A2",1
"10363","TP73","S100A2",1
"10364","MSX1","PITX1",-1
"10365","SP3","MAPK8",1
"10366","JUN","MAP3K1",1
"10367","JUN","TERT",-1
"10368","SP1","MAP2K1",1
"10369","SP1","MAP3K1",1
"10370","SP3","MAP2K1",1
"10371","SP3","MAP3K1",1
"10372","GATA5","PGR",1
"10373","MYC","PUF60",1
"10374","RELA","MTDH",1
"10375","CEBPB","XDH",1
"10376","GATA4","HSPA5",1
"10377","EGR1","PSMB9",-1
"10378","EGR1","SGK1",1
"10379","CEBPG","MMP1",1
"10380","MITF","HGF",1
"10381","NCOA1","CYP3A4",1
"10382","NR0B2","CYP3A4",1
"10383","CEBPA","KLK3",-1
"10384","ELK3","HMOX1",1
"10385","FOXC2","INS",1
"10386","FOXC2","SERPINE1",1
"10387","MTF1","HSPA1A",-1
"10388","CEBPB","MAP3K14",1
"10389","CEBPB","MAP4K4",1
"10390","CEBPB","SLC2A4",1
"10391","PPARG","MAP3K14",-1
"10392","PPARG","MAP4K4",-1
"10393","AEBP1","APOE",1
"10394","AEBP1","CD36",1
"10395","AEBP1","TNF",1
"10396","NR1H3","CCL2",1
"10397","NR1H3","CD36",1
"10398","TP53","VDR",1
"10399","TP63","VDR",1
"10400","BHLHE40","BIRC5",1
"10401","SOX6","HBE1",-1
"10402","RARB","LAMB1",1
"10403","EGR1","SLC9A3",1
"10404","ELF1","LAT",1
"10405","HNF4A","FGF18",1
"10406","HNF4A","FGF20",1
"10407","NFKB1","GCA",1
"10408","PPARD","PNPLA2",1
"10409","IKZF1","GHRH",1
"10410","WT1","EPO",1
"10411","NR5A2","INSL3",1
"10412","HES5","HTR1A",-1
"10413","EGR1","PGK1",1
"10414","SMARCA5","ADH1B",1
"10415","ETS1","CCN2",1
"10416","FLI1","CCN2",1
"10417","MYC","CXCL12",1
"10418","NR1H2","PTH",1
"10419","GATA4","BCL2",1
"10420","TP63","CKAP5",1
"10421","RELA","MYLK",1
"10422","NFKB1","MYLK",1
"10423","TP53","HPSE",1
"10424","AR","WNT1",1
"10425","HNF4A","WNT1",1
"10426","LEF1","AR",1
"10427","NFATC4","NOS2",1
"10428","RUNX2","PTGS2",1
"10429","NFE2L2","AKR1C2",1
"10430","SP1","TBK1",1
"10431","CTCF","HBA1",1
"10432","AR","PMAIP1",1
"10433","TP53","ADRA1D",1
"10434","TP53","PYHIN1",1
"10435","HNF4A","IL1B",1
"10436","SREBF1","VEGFA",-1
"10437","DNMT1","DNMT3B",1
"10438","DNMT3B","DNMT1",1
"10439","MYC","GCLC",1
"10440","ESR1","HSP90AA1",1
"10441","JUN","HSP90AA1",1
"10442","NFKB1","CREBBP",1
"10443","NFKB1","HSP90AA1",1
"10444","RELA","HSP90AA1",1
"10445","NCOA2","TNF",1
"10446","ESR1","MAOB",1
"10447","ESR2","MAOB",1
"10448","ESRRA","MAOB",1
"10449","WT1","CSF3",1
"10450","NFYA","ME3",1
"10451","ELF1","ENG",1
"10452","ERG","ENG",1
"10453","NR1H3","IFNG",1
"10454","FOS","FOSB",1
"10455","FOSB","FOS",-1
"10456","SIX1","EZR",1
"10457","MYC","AKT1",1
"10458","SSRP1","ROS1",1
"10459","NFATC4","TNF",1
"10460","PPARG","PDX1",1
"10461","HNF1A","SLCO2B1",1
"10462","PATZ1","CD8A",1
"10463","DNMT1","PLAUR",1
"10464","FOXO1","GCK",1
"10465","FOXO1","SREBF1",-1
"10466","NR1I3","CYP7A1",1
"10467","NR1I3","DR1",1
"10468","NR1I3","HNF4A",1
"10469","NCOA2","DR1",1
"10470","PPARA","TXN",1
"10471","PPARA","ACADM",1
"10472","AR","SARM1",1
"10473","VSX2","CARM1",1
"10474","VSX2","CREBBP",1
"10475","ZEB1","CCNG2",1
"10476","ZEB1","RBL2",1
"10477","RELA","HAMP",1
"10478","HIF1A","CISH",1
"10479","STAT1","FGF2",1
"10480","AR","GREB1",1
"10481","RELA","CARM1",1
"10482","ATF2","NOS3",-1
"10483","CREB1","NOS3",1
"10484","NFE2L2","FMR1",1
"10485","CREB1","FMR1",1
"10486","NFATC2","PLD1",1
"10487","DNMT1","WIF1",1
"10488","DNMT3B","WIF1",1
"10489","TP53","UBD",-1
"10490","MEF2A","BCO1",1
"10491","PPARG","BCO1",1
"10492","MEF2C","BCO1",1
"10493","PPARA","BCO1",1
"10494","HIF1A","IL1B",1
"10495","TBX6","MESP2",1
"10496","THRA","ANGPTL3",1
"10497","THRB","ANGPTL3",1
"10498","RARA","RARG",1
"10499","RARG","RARA",1
"10500","HIF1A","AVP",1
"10501","HIF1A","NPPB",1
"10502","CLOCK","CLOCK",1
"10503","MYC","BMAL1",1
"10504","MYC","CLOCK",1
"10505","TP53","MYO6",1
"10506","YBX3","CCND1",1
"10507","CUX1","CCNE2",1
"10508","VDR","FGF8",-1
"10509","VDR","KLK3",1
"10510","SNAI1","SNAI2",1
"10511","SNAI2","SNAI2",1
"10512","SNAI2","SOX9",-1
"10513","SOX9","SNAI2",1
"10514","MEF2C","MAML1",1
"10515","PPARG","PPARGC1A",1
"10516","EPAS1","POU5F1",-1
"10517","HIF1A","POU5F1",1
"10518","KMT2A","APC",1
"10519","KMT2A","BTRC",1
"10520","KMT2A","MYC",1
"10521","MYC","BTRC",1
"10522","ESR1","HSP90B1",1
"10523","ESR1","SNCA",1
"10524","ELF1","NFKB1",1
"10525","ELF1","IL12B",1
"10526","ESR1","NFYA",1
"10527","ATF4","PLAT",1
"10528","ATF4","TH",1
"10529","CEBPG","TH",1
"10530","CREB1","TAC1",1
"10531","KCNIP3","NPFF",1
"10532","PDX1","NPFF",1
"10533","POU1F1","NPFF",1
"10534","POU2F1","NPFF",1
"10535","SSRP1","CCNE1",1
"10536","SSRP1","TNFRSF11A",1
"10537","LRRFIP1","TFAP2A",1
"10538","NFE2L2","COX4I1",1
"10539","ETS1","NPR1",1
"10540","NFATC2","FOXP3",1
"10541","CDX1","CCL25",1
"10542","SP1","JAK3",1
"10543","ETS2","IL12B",1
"10544","KAT7","IL12B",1
"10545","SP1","IL12B",1
"10546","ELF1","IL10",1
"10547","LRRFIP1","SLC1A2",1
"10548","LRRFIP1","SLC1A3",1
"10549","TFAP2A","SLC1A2",1
"10550","TFAP2A","SLC1A3",1
"10551","TBX21","GATA3",1
"10552","AHR","INSM1",1
"10553","RARA","IL2",1
"10554","ZGLP1","PIK3R1",1
"10555","PDX1","REG3A",1
"10556","NEUROD1","REG3A",1
"10557","PDX1","NLRP2",1
"10558","ZFPM1","FCER1G",1
"10559","ZFPM1","SPG21",1
"10560","HNF4A","CES2",1
"10561","NR0B2","CES2",1
"10562","LHX1","HESX1",1
"10563","LHX3","HESX1",1
"10564","FOS","HLA-E",1
"10565","SCX","HLA-E",1
"10566","FOS","ACTB",1
"10567","MYOD1","PPARGC1A",1
"10568","AR","NRIP1",1
"10569","SP1","P2RX1",1
"10570","IRF1","XAF1",1
"10571","NR3C1","SGK1",1
"10572","TFAP2A","BCL2",-1
"10573","TFAP2A","APAF1",1
"10574","NKX3-1","TFAP2A",1
"10575","TFAP2A","IAPP",1
"10576","DNMT3B","NGF",1
"10577","DNMT3B","CDH13",-1
"10578","MBD2","CEBPA",1
"10579","AEBP1","TFAP2A",1
"10580","USF1","CEBPA",1
"10581","FOS","UPP1",1
"10582","TAF1","ELP3",1
"10583","TAF1","FLOT2",1
"10584","TAF1","HAT1",1
"10585","TAF1","HPSE2",1
"10586","TAF1","KAT2A",1
"10587","AEBP1","FABP4",-1
"10588","XBP1","WFS1",1
"10589","YY1","BACE1",1
"10590","TBP","TFAP4",1
"10591","TFAP4","TFAP4",1
"10592","HNF4A","CYP2C19",1
"10593","HNF4A","CYP2B6",1
"10594","SNAI2","PRSS8",-1
"10595","SREBF2","PRSS8",1
"10596","BRCA1","HIF1A",1
"10597","HIF1A","BRCA1",1
"10598","FOS","AVP",1
"10599","JUN","AVP",1
"10600","TFAM","MT-CO1",1
"10601","NFE2L2","NQO2",1
"10602","KAT7","TNF",1
"10603","MAFF","OXTR",1
"10604","ESR1","GCLC",1
"10605","ESR2","AKT1",1
"10606","ESR2","GCLC",1
"10607","ESR2","GLRX",1
"10608","ZNF569","ETNK1",1
"10609","NFE2L2","PIK3C3",1
"10610","NFE2L2","GSK3B",1
"10611","CUX1","RAC3",1
"10612","NFKB2","RAC3",1
"10613","NFKB2","RELB",1
"10614","RELB","RAC3",1
"10615","RELB","RELB",1
"10616","AIRE","INS",1
"10617","NR1I2","CD36",1
"10618","BMAL1","PPARA",1
"10619","PPARA","BMAL1",1
"10620","BMAL1","TSPOAP1",1
"10621","SNAI1","INS",1
"10622","PPARG","TERT",-1
"10623","ETS1","TERT",1
"10624","NKX2-5","PITX2",1
"10625","TBX1","PITX2",-1
"10626","PITX2","TBX1",-1
"10627","GATA6","SEMA3C",1
"10628","ID1","FGFR1",1
"10629","TP53","ID1",1
"10630","ID1","TP53",1
"10631","ID2","FGFR1",1
"10632","TP53","ID2",1
"10633","ID2","TP53",1
"10634","TP53","FGFR1",1
"10635","NFIA","HSPA5",1
"10636","NFIC","HSPA5",1
"10637","MEF2A","SUMO1",1
"10638","KLF4","PSG5",1
"10639","OTX2","ASMT",1
"10640","NFIC","GFAP",1
"10641","SP1","EDF1",1
"10642","SP3","EDF1",1
"10643","NR5A1","CYP1B1",1
"10644","CREB1","CYP1B1",1
"10645","PPARA","PEX11A",1
"10646","ZEB2","VIM",1
"10647","DNMT1","CXCL12",1
"10648","DNMT3B","CXCL12",1
"10649","STAT3","PTK6",1
"10650","CEBPB","OXTR",1
"10651","TP53","CCNA2",-1
"10652","SRY","WNT4",1
"10653","WT1","VEGFA",1
"10654","USF1","NPHS2",1
"10655","ESR1","CLIP1",1
"10656","PBX1","SI",1
"10657","RUNX2","SP7",1
"10658","SP7","RUNX2",1
"10659","SP7","SP7",1
"10660","VDR","TRPV6",1
"10661","RORB","OPN1SW",1
"10662","CRX","OPN1SW",1
"10663","SP4","KDR",1
"10664","ESR1","KDR",1
"10665","RUNX2","LEF1",1
"10666","LEF1","RUNX2",1
"10667","MYOD1","CHRNG",1
"10668","E2F1","CDCA7",1
"10669","E2F2","CDCA7",1
"10670","E2F4","CDCA7",1
"10671","HIVEP2","PPARG",1
"10672","SMAD1","PPARG",1
"10673","GRHL3","RB1",1
"10674","THRA","CTNNB1",1
"10675","CREB1","MMP28",1
"10676","E2F1","BMI1",1
"10677","ESR1","BMI1",1
"10678","TP63","FASN",-1
"10679","TP73","FASN",1
"10680","IRF2","KAT2B",1
"10681","IRF2","OGA",1
"10682","HNF4A","CSN2",1
"10683","HNF4A","SLC10A1",1
"10684","STAT5B","APOC3",1
"10685","EGR1","SELP",1
"10686","CEBPB","MYC",-1
"10687","MYC","IL4",1
"10688","CREB3L4","CREB3L4",1
"10689","CREM","CREB3L4",1
"10690","KLF5","BIRC5",1
"10691","NR4A1","ZNF461",1
"10692","ZNF461","SF1",-1
"10693","FOXA2","AHSG",1
"10694","TP53","EFNB3",1
"10695","PHF20","HLA-E",1
"10696","MYC","CFC1",1
"10697","MYC","MAPK1",1
"10698","KAT5","KAT5",1
"10699","KAT5","NPPA",1
"10700","DDIT3","BAK1",1
"10701","DLX4","VEGFA",1
"10702","PHF20","CIITA",1
"10703","ZXDC","CIITA",1
"10704","ZXDC","HLA-E",1
"10705","HSF2","IL12A",1
"10706","JUN","IL12A",1
