"","source","target","mor"
"16683","ELK1","DAP3",1
"16684","ESRRA","DAP3",1
"16685","HNF4A","UCHL1",1
"16686","REST","TAC3",-1
"16687","MAF","ADGRE1",1
"16688","HNF4A","UGT2B7",1
"16689","NR1I2","UGT2B7",1
"16690","NR1I3","UGT2B7",1
"16691","HNF4A","UGT1A1",1
"16692","TP53","TFF2",-1
"16693","NFIA","CSF3R",1
"16694","NR1I2","AKR1B15",1
"16695","NR1I3","AKR1B15",1
"16696","SRF","OGA",1
"16697","ATF6","CRTC2",1
"16698","GATA4","CDKN2B",1
"16699","TP53","EDA2R",1
"16700","DNMT1","CDKN2B",-1
"16701","DNMT3B","CDKN2B",1
"16702","SP1","UGT1A4",1
"16703","ESR1","UGT1A4",1
"16704","PITX2","FADS2",1
"16705","ZNF219","SNCA",1
"16706","ZNF436","SNCA",1
"16707","WT1","CREBBP",1
"16708","PRRX2","FSHB",1
"16709","PPARG","GPA33",1
"16710","PPARA","GPA33",1
"16711","SP3","BMPR2",1
"16712","BCL6","SPIB",1
"16713","JUN","SPIB",1
"16714","MITF","SPIB",1
"16715","PAX5","SPIB",1
"16716","CEBPB","TUBB3",1
"16717","HR","TUBB3",1
"16718","SREBF1","LPIN1",1
"16719","TP63","CDKN2A",-1
"16720","HR","NCF1",1
"16721","TP63","ALOX12",1
"16722","NR2E1","SIRT1",1
"16723","GATA1","AGGF1",1
"16724","NR1I3","CA12",1
"16725","NR1I3","SLC13A5",1
"16726","NFATC4","NPPA",1
"16727","NFATC4","LEP",1
"16728","STAT1","TNFSF11",1
"16729","EGR1","GHRHR",1
"16730","EGR1","SPP1",1
"16731","RREB1","TP53",1
"16732","TP53","MLH3",1
"16733","TP73","MLH3",1
"16734","JUNB","COL1A2",1
"16735","FOXO1","SERPINE1",-1
"16736","ATF4","CA9",1
"16737","NFATC1","FOXP3",1
"16738","FOXP3","NFATC1",-1
"16739","NFATC1","IL2RA",1
"16740","MAF","CREBBP",1
"16741","CEBPA","AGT",1
"16742","PPARG","AGT",-1
"16743","ID1","DTX1",1
"16744","GFI1B","DTX1",1
"16745","ATF6","PPP1R15A",1
"16746","YY1","CBX5",1
"16747","KLF5","CTSD",1
"16748","HIF1A","GABRG2",1
"16749","NR3C2","SCNN1A",1
"16750","CEBPG","ALDOB",1
"16751","FOXM1","ALDOB",-1
"16752","HNF1A","ALDOB",1
"16753","ID1","MAPK1",1
"16754","ID1","HGF",1
"16755","STAT6","KDM6B",1
"16756","PGR","THBS1",1
"16757","RELA","IFNL1",1
"16758","EPAS1","GABRG2",1
"16759","EPAS1","HIF3A",1
"16760","HIF3A","EPAS1",-1
"16761","ESR1","FOSB",1
"16762","PRDM2","SFTPC",1
"16763","STAT1","EGLN3",1
"16764","ELF1","GSK3B",1
"16765","NFATC1","SRC",1
"16766","BATF","IL17A",1
"16767","JUN","CDH17",1
"16768","JUN","CDH2",-1
"16769","MAX","HNRNPU",1
"16770","ATF1","FOS",1
"16771","BCL11B","CDKN1A",-1
"16772","LEF1","GIP",1
"16773","TCF7L2","GIP",1
"16774","ZNF148","CDKN2A",-1
"16775","NKX2-5","C2",1
"16776","NR4A1","CDKN1A",1
"16777","AR","CDK2AP1",1
"16778","RUNX2","AXIN2",-1
"16779","GATA6","NLK",1
"16780","NKX2-5","RHOC",1
"16781","NKX2-5","TBX5",1
"16782","PPARD","NOS2",1
"16783","ESR1","GAD2",1
"16784","ESR2","GAD2",1
"16785","TAL1","TERT",1
"16786","NR1H3","ABCC2",1
"16787","ZNF91","YBEY",1
"16788","HIF1A","ACE2",-1
"16789","HIF1A","ACE",1
"16790","NFATC3","ADRA1D",1
"16791","NFATC3","GC",1
"16792","FOXO3","TXN",1
"16793","NKX2-2","LMX1A",1
"16794","JUN","TNFAIP1",1
"16795","SP1","TNFAIP1",1
"16796","NR0B2","BGLAP",-1
"16797","NFATC1","SKP2",1
"16798","TP53","BSG",1
"16799","EGR1","CTNNA1",1
"16800","TP73","EGFR",1
"16801","NKX2-2","LMX1B",1
"16802","E2F1","KCNJ11",1
"16803","MYC","ABL1",1
"16804","MYC","BCR",1
"16805","TP53","GPR87",1
"16806","KLF2","IL2RA",1
"16807","KLF10","TGFB1",1
"16808","KLF10","FOXP3",1
"16809","MYC","E2F1",1
"16810","E2F1","MYC",1
"16811","FOXN1","INSM1",1
"16812","ESR1","DACH1",1
"16813","FOXA2","NKX2-2",-1
"16814","TCF3","NOTCH1",1
"16815","ID3","NOTCH1",1
"16816","BMAL2","PER1",1
"16817","BMAL2","SGCA",1
"16818","CLOCK","SGCA",1
"16819","FOXA1","HELT",-1
"16820","FOXA2","HELT",-1
"16821","FOXA1","LMX1A",1
"16822","FOXA1","LMX1B",1
"16823","FOXA1","NKX2-2",-1
"16824","FOXA2","LMX1A",1
"16825","FOXA2","LMX1B",1
"16826","CTCF","CD34",1
"16827","LYL1","TRMT1",1
"16828","POU1F1","SYT1",1
"16829","NR1H3","PTCH1",1
"16830","FOXO3","SERPINE2",1
"16831","FOXO3","SERPINE1",1
"16832","NCOR1","SERPINF1",1
"16833","RARA","SERPINF1",1
"16834","NRF1","NOS1",1
"16835","NRF1","NOS2",1
"16836","NRF1","NOS3",1
"16837","OTX2","DKK1",1
"16838","OTX2","LEFTY1",1
"16839","TP63","FAS",1
"16840","TP73","FAS",1
"16841","EGR1","PER1",1
"16842","SSRP1","CHD1",1
"16843","TP53","TH",1
"16844","CREB1","MEIS1",1
"16845","ARID3B","MAPK8",1
"16846","ARID3B","MAPK9",1
"16847","TBP","BDP1",1
"16848","ARID3B","TBP",1
"16849","ELK1","BRF1",1
"16850","REL","EPHB2",-1
"16851","SP1","CDC25A",1
"16852","SP3","CDC25A",1
"16853","SP4","CDC25A",1
"16854","BHLHE40","DELEC1",1
"16855","RELA","NEUROD4",1
"16856","PITX2","CRP",1
"16857","NR3C1","CRP",1
"16858","FOXP3","MMP2",-1
"16859","KLF5","CDKN1A",1
"16860","KLF5","MAPK1",1
"16861","FOXA1","UBE2C",1
"16862","DNMT1","KIR2DL3",1
"16863","DNMT1","KIR3DL1",1
"16864","HSF4","VIM",-1
"16865","GATA6","FASLG",1
"16866","NR1H3","RARA",1
"16867","NR3C1","ANGPTL4",1
"16868","THRB","HCN4",-1
"16869","BCL6","CXCR4",1
"16870","BCL6","CXCR5",1
"16871","BCL6","SNCA",1
"16872","BCL6","IFNG",1
"16873","BCL6","TBX21",1
"16874","BCL6","TH",1
"16875","AR","UBE2C",1
"16876","TFDP1","XPC",1
"16877","SPI1","LY96",1
"16878","CEBPB","LY96",1
"16879","CREB1","CCN1",1
"16880","NFE2L2","RNF123",1
"16881","PPARG","HCAR1",1
"16882","PPARG","HCAR2",1
"16883","PPARG","HCAR3",1
"16884","CUX1","CDH1",-1
"16885","CUX1","SNAI2",1
"16886","ESR1","KIF18A",1
"16887","JUN","KIF18A",1
"16888","HIF1A","CAPG",1
"16889","HIF1A","S100A4",1
"16890","MYB","HIPK1",1
"16891","NR3C1","EDN1",1
"16892","NR3C2","EDN1",1
"16893","NKX2-5","SLC8A1",1
"16894","TP53","IGFBP7",1
"16895","HNF4A","L1CAM",1
"16896","PITX2","ESR2",1
"16897","HIF1A","CD36",1
"16898","ZNF354C","BCHE",1
"16899","SP1","NTRK1",1
"16900","TBP","NTRK1",1
"16901","NR0B2","FN1",-1
"16902","E2F4","XPC",-1
"16903","ATF4","IL1B",1
"16904","ATF4","PDGFRA",1
"16905","TSC22D1","PTEN",1
"16906","IRF8","MDM2",1
"16907","TCF7","IFNG",1
"16908","MYC","MDM2",1
"16909","RUNX2","COL1A2",1
"16910","RUNX2","FN1",1
"16911","MYOD1","CORO1C",1
"16912","NR1I2","TERT",1
"16913","PAX6","MET",1
"16914","NR0B1","G6PC1",-1
"16915","FOXO1","IL1B",1
"16916","CEBPB","HAMP",1
"16917","STAT1","HAMP",1
"16918","CEBPB","PLAC1",1
"16919","SP1","PLAC1",1
"16920","HBP1","TLR2",1
"16921","IRF1","VCAM1",1
"16922","TFAP2A","PPARD",-1
"16923","CUX1","LATS1",1
"16924","PDX1","TFAM",1
"16925","CUX1","HSPB1",1
"16926","SP1","DAG1",1
"16927","MLXIPL","FGF21",1
"16928","SRY","MAOA",1
"16929","NKX6-1","BLK",1
"16930","MBD2","MYOG",1
"16931","FOSB","IL11",1
"16932","NR2C2","CD36",1
"16933","MBD1","IGF2",1
"16934","PPARG","NOS3",1
"16935","GLI3","NOS2",-1
"16936","DEAF1","F11",1
"16937","HSF1","LDHA",1
"16938","YY1","KLK3",1
"16939","KLF5","FGFBP1",1
"16940","NFE2L2","PRKN",1
"16941","KLF4","HSP90AB1",1
"16942","HES1","BGLAP",1
"16943","NFE2L2","CYP2E1",1
"16944","KLF2","CXCR4",-1
"16945","NR4A2","BAX",-1
"16946","NFATC3","CXCL13",1
"16947","NFATC3","TNFSF11",-1
"16948","JUN","CXCL13",1
"16949","TFAP2A","CDKN1B",1
"16950","GATA3","TEK",1
"16951","NRF1","HPCAL1",1
"16952","NRF1","HPCAL4",1
"16953","NRF1","VSNL1",1
"16954","NEUROD1","IGFBP2",1
"16955","NKX2-5","PLOD1",1
"16956","NR1D2","NR1D1",-1
"16957","NR1D2","SREBF1",1
"16958","NR1I3","CYP1A1",1
"16959","NR1I3","CYP1A2",1
"16960","NR1H3","CD2",1
"16961","NR1H3","SELPLG",1
"16962","KLF5","MYC",1
"16963","HIF1A","ADM2",1
"16964","AR","AZGP1",1
"16965","GATA2","AZGP1",-1
"16966","STAT3","CTTN",1
"16967","HNF1A","PCSK9",1
"16968","FOSL1","IL6",1
"16969","RELB","IL6",-1
"16970","HIF1A","HK2",1
"16971","ESRRG","CREBZF",1
"16972","CREBZF","ESRRG",1
"16973","CREBZF","PDK4",-1
"16974","CREBZF","PPARGC1B",1
"16975","ESRRG","PPARGC1B",1
"16976","NCOA2","ESRRG",1
"16977","RELB","HP",1
"16978","RELB","EHMT2",1
"16979","MTF2","MCAT",1
"16980","HIF3A","LOX",-1
"16981","ZNF436","TRIM28",1
"16982","KLF2","SHC1",1
"16983","MEF2A","SHC1",1
"16984","TP53","MIR17HG",1
"16985","VDR","CYP2C9",1
"16986","PPARG","STAR",1
"16987","TCF3","EXO1",-1
"16988","RUNX1","IL10",1
"16989","TFAP2A","FGFR1",1
"16990","PGR","TRPV4",1
"16991","TBPL1","TRPV4",1
"16992","NR1I2","CYP2A6",1
"16993","CEBPA","CYP2C9",1
"16994","SP1","KIRREL2",1
"16995","E2F1","INSR",1
"16996","CREB1","MCAM",1
"16997","STAT1","IL6",-1
"16998","NCOA1","STC1",1
"16999","PGR","STC1",1
"17000","STAT5A","BCL10",1
"17001","PPARG","VLDLR",1
"17002","PPARA","VLDLR",1
"17003","PROX1","SUMO1",1
"17004","NFIB","CYP3A7",-1
"17005","NFIC","CYP3A7",-1
"17006","NFIX","CYP3A7",-1
"17007","NR1H3","NFYA",1
"17008","NFKB1","RPS3",1
"17009","RELB","RPS3",1
"17010","HDGF","FAS",1
"17011","POU2F2","PDCD1LG2",1
"17012","HOXA9","KRAS",1
"17013","PPARA","HMGCS2",1
"17014","FOXH1","PRKACA",1
"17015","AHR","BDNF",-1
"17016","YY1","YY1",-1
"17017","NFE2L2","CES1P1",1
"17018","NFYA","SREBF1",1
"17019","SREBF1","NFYA",1
"17020","KLF4","NOTCH1",1
"17021","IRF8","TNFSF11",1
"17022","EWSR1","GSTM4",1
"17023","ESR1","DDX17",1
"17024","DNMT1","MUC5AC",1
"17025","YY1","GDAP1",1
"17026","NR4A3","BIRC3",1
"17027","PURA","ABCC3",1
"17028","PURA","GIT1",1
"17029","USF1","NR0B2",1
"17030","USF1","G6PC1",-1
"17031","USF1","PCK1",1
"17032","ESR1","FLII",1
"17033","EGR1","GDNF",1
"17034","ESRRG","YY1",1
"17035","ZBTB7A","GHRHR",1
"17036","NR0B1","PIK3C3",1
"17037","ESR1","MYOD1",1
"17038","ZNF148","EPB41",1
"17039","ZNF148","SPMAP2",1
"17040","DNMT1","PRC1",1
"17041","DNMT3B","PRC1",1
"17042","ZBTB16","GFI1",1
"17043","GFI1","ZBTB16",1
"17044","ID2","ZBTB16",1
"17045","ZBTB16","ID2",1
"17046","MYOD1","S100A8",1
"17047","MYOD1","DDX5",1
"17048","MYOD1","DHX9",1
"17049","CEBPA","MMP1",1
"17050","CEBPB","MMP1",1
"17051","CUX1","VEGFC",1
"17052","ESR1","TLR9",1
"17053","KCNIP3","CDK1",1
"17054","SOX9","CCND1",1
"17055","ATF4","VIM",1
"17056","HIF1A","HIF1AN",1
"17057","NR0B1","PIK3R1",1
"17058","CREB1","POU1F1",1
"17059","KLF4","NPPA",-1
"17060","SOX9","SGCA",-1
"17061","MYOD1","SGCA",1
"17062","SMAD3","SGCA",1
"17063","NEUROD4","VIPR1",1
"17064","PPARA","CYP7B1",-1
"17065","GABPA","CYP7B1",1
"17066","NR4A2","CXCL8",1
"17067","SP3","UBC",1
"17068","ZKSCAN7","INS",1
"17069","ZKSCAN7","IGF2",1
"17070","SOX2","SHH",1
"17071","STAT5A","CCND3",1
"17072","NKX2-2","CD52",1
"17073","MYC","CD44",1
"17074","POU5F1","SOX17",-1
"17075","SOX17","POU5F1",1
"17076","GLI1","IGFBP6",1
"17077","MYC","SOX2",1
"17078","PPARG","RORC",1
"17079","NCOR2","RORC",1
"17080","NR4A2","PRKACA",1
"17081","CUX1","WNT2",1
"17082","MBD2","CDKN1A",1
"17083","MBD2","KDM1A",1
"17084","CREB1","CCL2",1
"17085","PTF1A","PTF1A",1
"17086","HNF1A","SLC23A1",1
"17087","HNF1B","SLC23A1",1
"17088","ZNF300","ALDOA",1
"17089","FOXL2","UBE2I",1
"17090","FOXO1","TNF",1
"17091","KLF12","SLC47A1",1
"17092","SSRP1","PCNA",1
"17093","SSRP1","ULK1",1
"17094","FOS","DLD",1
"17095","FOS","SST",1
"17096","JUN","SST",1
"17097","EGR1","TMPO",1
"17098","SP1","TMPO",1
"17099","SPI1","ITGAM",1
"17100","PPARA","SLC25A20",1
"17101","SOX10","JAG1",1
"17102","ESR1","ALDH18A1",1
"17103","ESR1","EDNRA",1
"17104","XBP1","CD19",1
"17105","SPI1","TNFSF10",1
"17106","EZH2","MEN1",1
"17107","ETS1","PPP2CA",1
"17108","SP1","HLA-DQA1",1
"17109","TFAP2A","HLA-DQA1",1
"17110","TFAP2A","PPP2CA",1
"17111","STAT3","IL6",1
"17112","NFATC2","ABCA1",1
"17113","RARA","ABCA1",1
"17114","RARA","IRAK1",1
"17115","NFKB1","HMOX1",1
"17116","RELA","HMOX1",1
"17117","SP1","CCNG2",1
"17118","CEBPB","SAA1",1
"17119","SNAI2","RUNX2",1
"17120","RUNX2","SNAI2",1
"17121","CREB1","MUC4",1
"17122","ELK1","MUC4",1
"17123","ETS1","MUC4",1
"17124","TRPS1","BGLAP",1
"17125","GLI2","PTHLH",1
"17126","KDM5A","TERT",1
"17127","SOX9","PTHLH",1
"17128","SOX5","PTHLH",1
"17129","NONO","BANF1",1
"17130","NONO","HTT",1
"17131","NONO","PSIP1",1
"17132","HNF4A","CDX2",1
"17133","HOXB7","GH1",1
"17134","SP1","XYLT1",1
"17135","ESR1","GLB1",1
"17136","E2F1","OPRM1",1
"17137","HIF1A","IKBKB",1
"17138","ONECUT1","CCN2",-1
"17139","ONECUT1","MMP7",-1
"17140","ONECUT1","NUPR1",-1
"17141","ONECUT1","S100A8",1
"17142","KLF15","BMPER",1
"17143","FOXP3","DAB2",1
"17144","TBP","POLI",1
"17145","MECOM","PBX1",1
"17146","PPARG","TAFAZZIN",1
"17147","SP1","ADAM17",1
"17148","TBPL2","CDKN1A",1
"17149","HIVEP3","PRKD2",1
"17150","MYC","EIF4EBP1",-1
"17151","PRDM1","TFAP2C",1
"17152","ZXDA","HLA-E",1
"17153","TP73","CRYAB",1
"17154","HOXA10","PHGDH",-1
"17155","IRF3","MAPK1",1
"17156","SP1","TERF2",1
"17157","IRF3","SOCS2",1
"17158","MBD1","ALOX5",-1
"17159","MBD1","NDRG1",1
"17160","SNAI1","GJA1",1
"17161","MYOG","SMYD1",1
"17162","SRF","SMYD1",1
"17163","SMAD3","GLI2",1
"17164","E2F1","ID4",1
"17165","SMARCC1","SMARCA4",1
"17166","SMARCE1","SMARCB1",1
"17167","EGR1","STMN1",1
"17168","HNF4A","F12",-1
"17169","DNMT3A","TIMP2",-1
"17170","MYC","TIMP2",1
"17171","PAX6","KLK3",1
"17172","FOXP1","LHX3",1
"17173","CTBP2","BBC3",1
"17174","KLF3","BIK",1
"17175","CTBP2","BIK",1
"17176","CTBP2","CALCA",1
"17177","CTBP2","CDKN2A",1
"17178","CTBP2","HP",1
"17179","GRHL3","BIK",1
"17180","KLF3","CALCA",1
"17181","KLF3","HP",1
"17182","EGR1","GCLC",1
"17183","MEIS1","SOX3",1
"17184","PBX1","SOX3",1
"17185","TAL1","EPB42",1
"17186","HNF4A","NPPA",1
"17187","LEF1","NPPA",1
"17188","FOXO3","DOK5",-1
"17189","IRF8","FANCF",1
"17190","ELF3","GADD45GIP1",1
"17191","NFATC1","CD40",1
"17192","SRF","KCNMB1",1
"17193","STAT6","CD40",1
"17194","STAT6","NFATC1",-1
"17195","TCF3","NTRK2",1
"17196","TCF3","MAP3K10",1
"17197","TCF3","MAP3K13",1
"17198","CEBPB","IL15",1
"17199","CEBPB","CCL8",-1
"17200","TWIST1","AR",1
"17201","RREB1","SLC39A1",-1
"17202","PPARD","LPIN2",1
"17203","HNF4A","POLR2F",1
"17204","MYC","SLC25A5",1
"17205","CEBPG","HSD11B1",1
"17206","PAX5","TERT",1
"17207","PPARG","TXNIP",-1
"17208","KLF6","TXNIP",1
"17209","PPARG","KLF6",-1
"17210","KLF6","PPARG",-1
"17211","SP1","SREBF2",1
"17212","POU1F1","CCND1",1
"17213","RUNX3","MDM2",1
"17214","SRY","ACE",1
"17215","SRY","ACE2",1
"17216","SRY","AGT",1
"17217","CEBPG","SREBF1",1
"17218","NCOA1","ADRB1",1
"17219","NEUROG1","CBLIF",1
"17220","NEUROG1","LGR5",1
"17221","PAX3","HLA-DQB1",1
"17222","ID2","HHIP",1
"17223","LHX2","HHIP",1
"17224","SP1","NPHS1",1
"17225","NFATC1","IL17F",1
"17226","NFATC1","IL17A",1
"17227","HNF4A","FSCN1",1
"17228","HR","CYP24A1",1
"17229","HR","DIO3",1
"17230","FOXA3","IGF1",1
"17231","STAT5A","FOXA3",1
"17232","NFE2L2","ABCB11",1
"17233","ZNF461","CYP19A1",-1
"17234","NR4A1","SF1",1
"17235","ZNF461","NR5A2",-1
"17236","ZNF143","CLN3",1
"17237","GATA1","CBFB",-1
"17238","JARID2","PPP1CC",1
"17239","CBFB","GATA1",1
"17240","SPI1","KRT9",1
"17241","E2F1","IRF3",-1
"17242","ARNT","ABCA1",1
"17243","SCX","ADRA1D",1
"17244","IKZF1","IL10",1
"17245","PRDM2","IL10",1
"17246","SPI1","PRDM1",1
"17247","IKZF1","IFNG",1
"17248","PRDM1","IDO1",1
"17249","FOS","CCL5",1
"17250","JUNB","CCL5",1
"17251","JUND","CCL5",1
"17252","HIF1A","CCL5",1
"17253","ETS2","FLI1",1
"17254","FLI1","ETS2",1
"17255","GLI3","RNF123",1
"17256","THRA","KCNE1",1
"17257","MLXIPL","ARNT",-1
"17258","MLX","ARNT",-1
"17259","SMAD4","EIF4EBP1",1
"17260","SMAD1","TRAF2",1
"17261","SP7","BMP2",1
"17262","MTA1","COP1",1
"17263","MTA1","RRM2B",1
"17264","TP53","MTA1",1
"17265","MTA1","TP53",1
"17266","E2F1","PTTG1",1
"17267","TFDP1","PTTG1",1
"17268","ESR1","FHL1",1
"17269","RELA","MUC5AC",1
"17270","MYB","NFIB",1
"17271","ASCL1","CLN3",1
"17272","TFAP2A","SYN2",1
"17273","EGR1","SYN2",1
"17274","ETV4","SYN2",1
"17275","DBX1","DBX1",1
"17276","NR4A3","PTK2B",1
"17277","SP1","TEC",1
"17278","SPI1","TEC",1
"17279","RELA","TEC",1
"17280","IRF1","PDGFD",1
"17281","NFATC2","TERT",1
"17282","VSX2","NXNL1",1
"17283","PAX4","NXNL1",1
"17284","SP3","NXNL1",1
"17285","NCOR1","IL1B",1
"17286","VSX1","NXNL1",1
"17287","ZNF91","NXNL1",1
"17288","IRF4","FAIM",1
"17289","ENO1","PTGS2",-1
"17290","CEBPG","PIN1",1
"17291","PPARG","SLC4A1",-1
"17292","CEBPB","PLA2G2A",1
"17293","SP1","EFNB2",1
"17294","IRF1","BBC3",1
"17295","ATF4","SP7",1
"17296","CEBPE","EGF",1
"17297","TP53","EGF",1
"17298","CEBPE","MMP2",1
"17299","ZBTB7A","BCL2L11",1
"17300","PAX3","RET",1
"17301","PHOX2B","RET",1
"17302","NKX2-1","RET",-1
"17303","HOXB3","DNMT3B",1
"17304","MYC","RASSF1",1
"17305","PDX1","ACAT1",1
"17306","PDX1","DMPK",1
"17307","MYC","RARA",1
"17308","ESR1","TAT",1
"17309","RARA","MYC",1
"17310","BCL6","PTPRO",-1
"17311","TBP","TP63",1
"17312","TBPL1","TP63",1
"17313","ESR1","GPS2",1
"17314","NR2C2","HLA-DRB1",1
"17315","NR2C2","CDKN1A",1
"17316","NFKB2","PDLIM7",1
"17317","NR4A2","FABP5",1
"17318","CREB1","HBG1",1
"17319","JUN","HBG1",1
"17320","LMO2","MECOM",1
"17321","LMO2","PRDM16",1
"17322","NFE2L2","ATF3",1
"17323","SMAD3","PTPRK",1
"17324","SMAD4","PTPRK",1
"17325","NR1H4","IL1B",-1
"17326","E2F1","DLK1",1
"17327","SP1","IRS2",1
"17328","ZNF148","IRS2",1
"17329","EGR2","SOCS1",1
"17330","PAX3","GHRHR",1
"17331","NR0B2","SPP1",1
"17332","NR1H4","SPP1",-1
"17333","STAT3","TNFSF11",1
"17334","BHLHE41","IL4",1
"17335","NEUROG3","OVOL1",1
"17336","SP1","CDH3",1
"17337","SOX2","EGFR",1
"17338","MAZ","EFNB2",1
"17339","HLF","BIRC5",1
"17340","TCF3","BIRC5",1
"17341","FOXO1","EDN1",1
"17342","NFE2L1","SP7",1
"17343","PPARG","SLC9A1",-1
"17344","RORA","G6PC1",1
"17345","RORA","SRA1",1
"17346","RFX4","IFT172",1
"17347","NR0B2","AGT",-1
"17348","FOXN1","COL1A2",1
"17349","TP53","PSENEN",1
"17350","RREB1","HLA-G",-1
"17351","CDX2","BMP4",1
"17352","DDIT3","CASP4",1
"17353","SUPT20H","MAPK14",1
"17354","ESR1","MME",1
"17355","ESR2","MME",1
"17356","ESR1","SLC34A2",1
"17357","NR2E3","RHO",1
"17358","CDX1","SLC5A8",1
"17359","CDX2","SLC5A8",1
"17360","CDX1","APC",1
"17361","NFKB1","FLT4",1
"17362","ZBTB17","TP53",1
"17363","TFCP2","SRY",1
"17364","TBP","LITAF",1
"17365","MYB","IGF1",1
"17366","NR2F1","CERK",1
"17367","RARA","CERK",1
"17368","HMGA1","MMP2",1
"17369","ATF4","IHH",1
"17370","MEF2A","IL6",1
"17371","TP53","LIF",1
"17372","TCF12","KDM3A",1
"17373","RELA","OLFM4",1
"17374","ATOH1","POU4F3",1
"17375","AR","BRD7",1
"17376","JUN","PDK1",1
"17377","STAT3","AATF",1
"17378","EGR1","KL",1
"17379","FOXJ3","MEF2C",1
"17380","EGR1","IL4",1
"17381","PRDM1","TSPOAP1",1
"17382","PRDM1","CCL2",1
"17383","PRDM1","IL6",-1
"17384","SREBF2","DDAH1",1
"17385","FOXA1","SHH",1
"17386","FOXA1","NES",1
"17387","FOXL2","CCND2",-1
"17388","FOXL2","CYP11A1",-1
"17389","FOXA1","RPRM",-1
"17390","ESR1","RPRM",-1
"17391","TCF12","RPRM",1
"17392","RUNX1","FOXP3",1
"17393","RUNX3","FOXP3",1
"17394","ETS1","CD4",1
"17395","ETS1","RUNX3",1
"17396","ID1","PSEN1",1
"17397","MYOD1","PSEN1",1
"17398","FOXO3","TFF1",1
"17399","FOXA2","CYP3A4",1
"17400","ZEB1","AR",-1
"17401","KMT2A","HOXC13",1
"17402","KMT2B","HOXC13",1
"17403","ESR1","HOXC13",1
"17404","ESR2","HOXC13",1
"17405","CLOCK","CREBBP",1
"17406","IKZF1","TBX21",1
"17407","GATA3","BMP2",1
"17408","GATA3","LMO4",1
"17409","CREB1","ADIPOQ",1
"17410","GATA3","MBNL2",1
"17411","IRF1","CXCL14",1
"17412","VDR","NFKBIA",1
"17413","TBPL2","MAPK8",1
"17414","DNMT3B","CXCR4",1
"17415","DNMT1","CXCR4",-1
"17416","PPARG","ALB",1
"17417","RELA","RPS6KA4",1
"17418","HES6","HNF4A",1
"17419","HES6","PPARG",-1
"17420","HNF4A","PPARG",1
"17421","ESR1","AKT2",1
"17422","FOXO3","AKT2",1
"17423","HIF1A","XPC",1
"17424","SP1","XPC",1
"17425","HIF1A","ERCC2",1
"17426","NCOA1","SIRT1",1
"17427","RARA","SIRT1",1
"17428","FOXA2","ABCB1",1
"17429","FOXA3","ABCB1",1
"17430","HNF4A","ABCB1",1
"17431","SSRP1","MMP10",1
"17432","ESR1","ADORA1",1
"17433","SP1","PLIN2",1
"17434","TWIST2","CD7",1
"17435","ETS2","MMP2",1
"17436","FOS","RBFOX2",1
"17437","STAT1","SLC26A3",1
"17438","FOXO1","CAT",1
"17439","SALL1","FGF2",1
"17440","SALL1","VEGFA",1
"17441","DNMT1","BRCA1",1
"17442","TFAP2A","DMD",1
"17443","KAT7","BTK",1
"17444","AR","SLC8A1",1
"17445","JUN","SLC8A1",1
"17446","JUNB","SLC8A1",1
"17447","RELA","HSPD1",1
"17448","PITX2","RGS4",1
"17449","NUPR1","ATF4",1
"17450","ATF4","NUPR1",1
"17451","RUNX2","BIRC5",1
"17452","CEBPA","PLD1",1
"17453","CEBPB","PLD1",1
"17454","NFE2L2","POLG",1
"17455","PPARG","HP",1
"17456","EZH2","CDKN2A",-1
"17457","TP53","PRKG1",1
"17458","SMAD3","MDM2",1
"17459","CTCF","FXN",1
"17460","ID1","CTSK",-1
"17461","TWIST1","CDH17",1
"17462","ATF4","CASP12",1
"17463","FOS","TNFSF4",1
"17464","TP63","TNFSF4",1
"17465","RARB","ADH1C",1
"17466","TFCP2","ESR1",1
"17467","SREBF1","PPARGC1A",1
"17468","TP53","ING2",1
"17469","HMGB2","GFI1B",1
"17470","POU2F1","GFI1B",1
"17471","EGR1","IGF1R",1
"17472","HESX1","GNRH1",1
"17473","OTX2","GNRH1",1
"17474","POU1F1","GNRH1",1
"17475","SKIL","CAV1",1
"17476","SRY","GHRHR",1
"17477","YY1","DONSON",1
"17478","SP1","PLD1",1
"17479","SP1","KRAS",1
"17480","TP53","LMO3",1
"17481","GATA4","CYP2C9",1
"17482","EGR1","PIN1",1
"17483","PITX1","PIN1",1
"17484","POU5F1","PRKN",1
"17485","HIF1A","PAK1",1
"17486","ZNF236","PC",1
"17487","CXXC1","ADORA2A",1
"17488","HIF1A","TLR4",1
"17489","NFIC","L1CAM",1
"17490","NFIA","L1CAM",1
"17491","REST","L1CAM",-1
"17492","YBX1","MYOD1",1
"17493","FOXL2","SOX9",-1
"17494","FOXL2","SRY",-1
"17495","PPARA","CREB3L3",1
"17496","BHLHE41","BRCA1",1
"17497","BHLHE41","GADD45A",1
"17498","FOS","IVL",1
"17499","ZEB1","CDKN1A",-1
"17500","STAT6","RHOA",1
"17501","REST","KCND3",-1
"17502","GTF2IRD1","GTF2IRD1",1
"17503","ZNF350","HMGA2",-1
"17504","NR2F1","MTTP",-1
"17505","NR2F1","APOB",1
"17506","FOXN1","SPG21",1
"17507","HIF1A","HES1",1
"17508","HIF1A","HEY1",1
"17509","SOX2","AGR2",1
"17510","XBP1","CCNA1",1
